task,task_id,model,type,logfile,done,reward,success,num_actions
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/233.json,233,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/233.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/234.json,234,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/234.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/239.json,239,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/239.json,True,0.0,0.0,1
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/240.json,240,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/240.json,True,0.0,0.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/241.json,241,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/241.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/242.json,242,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/242.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/260.json,260,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/260.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/261.json,261,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/261.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/262.json,262,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/262.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/263.json,263,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/263.json,True,0.0,0.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/269.json,269,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/269.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/270.json,270,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/270.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/271.json,271,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/271.json,True,0.0,0.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/273.json,273,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/273.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/275.json,275,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/275.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/276.json,276,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/276.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/277.json,277,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/277.json,True,0.0,0.0,11
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/278.json,278,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/278.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/280.json,280,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/280.json,True,0.5714285714285714,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/281.json,281,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/281.json,True,0.5,1.0,16
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/282.json,282,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/282.json,True,0.4545454545454545,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/283.json,283,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/283.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/285.json,285,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/285.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/286.json,286,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/286.json,True,0.0,0.0,11
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/298.json,298,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/298.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/300.json,300,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/300.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/301.json,301,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/301.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/302.json,302,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/302.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/313.json,313,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/313.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/319.json,319,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/319.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/321.json,321,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/321.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/322.json,322,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/322.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/323.json,323,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/323.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/324.json,324,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/324.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/325.json,325,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/325.json,True,0.0,0.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/326.json,326,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/326.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/327.json,327,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/327.json,True,0.0,0.0,14
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/329.json,329,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/329.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/330.json,330,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/330.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/331.json,331,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/331.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/332.json,332,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/332.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/335.json,335,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/335.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/336.json,336,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/336.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/337.json,337,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/337.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/338.json,338,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/338.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/351.json,351,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/351.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/352.json,352,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/352.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/353.json,353,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/353.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/354.json,354,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/354.json,True,0.0,0.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/358.json,358,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/358.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/360.json,360,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/360.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/361.json,361,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/361.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/362.json,362,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/362.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/368.json,368,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/368.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/376.json,376,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/376.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/384.json,384,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/384.json,True,1.0,1.0,18
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/386.json,386,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/386.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/388.json,388,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/388.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/431.json,431,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/431.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/432.json,432,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/432.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/433.json,433,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/433.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/435.json,435,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/435.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/436.json,436,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/436.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/437.json,437,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/437.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/438.json,438,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/438.json,True,0.0,0.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/439.json,439,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/439.json,True,1.0,1.0,19
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/465.json,465,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/465.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/466.json,466,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/466.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/468.json,468,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/468.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/469.json,469,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/469.json,True,0.0,0.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/506.json,506,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/506.json,True,1.0,1.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/508.json,508,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/508.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/509.json,509,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/509.json,True,1.0,1.0,15
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/511.json,511,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/511.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/512.json,512,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/512.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/514.json,514,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/514.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/515.json,515,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/515.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/516.json,516,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/516.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/517.json,517,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/517.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/519.json,519,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/519.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/520.json,520,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/520.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/521.json,521,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/521.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/528.json,528,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/528.json,True,0.25,1.0,20
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/530.json,530,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/530.json,True,0.75,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/531.json,531,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/531.json,True,0.25,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/532.json,532,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/532.json,True,0.75,1.0,11
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/571.json,571,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/571.json,True,1.0,1.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/573.json,573,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/573.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/574.json,574,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/574.json,True,1.0,1.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/575.json,575,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-shopping-offline-merged/575.json,True,1.0,1.0,11
