task,task_id,model,type,logfile,done,reward,success,num_actions
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/359.json,359,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/359.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/385.json,385,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/385.json,True,0.75,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/387.json,387,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/387.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/434.json,434,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/434.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/440.json,440,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/440.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/467.json,467,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/467.json,True,1.0,1.0,20
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/507.json,507,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/507.json,True,0.0,0.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/510.json,510,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/510.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/513.json,513,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/513.json,True,1.0,1.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/518.json,518,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/518.json,True,1.0,1.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/529.json,529,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/529.json,True,0.25,1.0,14
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/572.json,572,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/572.json,True,0.4444444444444444,1.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/587.json,587,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/587.json,True,0.0,0.0,20
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/653.json,653,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/653.json,True,0.25,1.0,11
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/689.json,689,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/689.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/797.json,797,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam/797.json,True,0.0,0.0,6
