task,task_id,model,type,logfile,done,reward,success,num_actions
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/312.json,312,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/312.json,True,0.0,0.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/314.json,314,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/314.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/315.json,315,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/315.json,True,1.0,1.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/316.json,316,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/316.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/317.json,317,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/317.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/339.json,339,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/339.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/340.json,340,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/340.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/341.json,341,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/341.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/343.json,343,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/343.json,True,0.0,0.0,2
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/350.json,350,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/350.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/357.json,357,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/357.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/390.json,390,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/390.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/391.json,391,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/391.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/392.json,392,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/392.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/393.json,393,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/393.json,True,1.0,1.0,15
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/395.json,395,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/395.json,True,1.0,1.0,12
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/396.json,396,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/396.json,True,0.0,0.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/397.json,397,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/397.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/398.json,398,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/398.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/412.json,412,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/412.json,True,0.0,0.0,26
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/413.json,413,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/413.json,True,0.0,0.0,15
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/414.json,414,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/414.json,True,0.5,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/416.json,416,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/416.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/417.json,417,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/417.json,True,0.0,0.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/418.json,418,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/418.json,True,0.0,0.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/419.json,419,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/419.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/420.json,420,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/420.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/421.json,421,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/421.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/441.json,441,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/441.json,True,0.0,0.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/442.json,442,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/442.json,True,0.0,0.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/443.json,443,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/443.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/444.json,444,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/444.json,True,0.0,0.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/447.json,447,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/447.json,True,1.0,1.0,24
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/448.json,448,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/448.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/449.json,449,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/449.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/450.json,450,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/450.json,True,1.0,1.0,16
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/451.json,451,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/451.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/475.json,475,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/475.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/476.json,476,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/476.json,True,1.0,1.0,4
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/477.json,477,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/477.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/478.json,478,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/478.json,True,1.0,1.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/480.json,480,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/480.json,True,1.0,1.0,17
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/481.json,481,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/481.json,True,1.0,1.0,12
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/482.json,482,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/482.json,True,1.0,1.0,22
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/483.json,483,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/483.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/485.json,485,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/485.json,True,1.0,1.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/522.json,522,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/522.json,True,0.5,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/523.json,523,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/523.json,True,1.0,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/525.json,525,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/525.json,True,1.0,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/526.json,526,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/526.json,True,1.0,1.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/527.json,527,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/527.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/533.json,533,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/533.json,True,1.0,1.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/534.json,534,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/534.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/535.json,535,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/535.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/537.json,537,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/537.json,True,1.0,1.0,20
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/567.json,567,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/567.json,True,0.0,0.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/568.json,568,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/568.json,True,0.0,0.0,23
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/570.json,570,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/570.json,True,0.0,0.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/578.json,578,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/578.json,True,0.0,0.0,26
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/579.json,579,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/579.json,True,0.0,0.0,22
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/590.json,590,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/590.json,True,0.0,0.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/591.json,591,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/591.json,True,0.0,0.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/592.json,592,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/592.json,True,0.0,0.0,8
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/594.json,594,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/594.json,True,1.0,1.0,10
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/658.json,658,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/658.json,True,0.0,0.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/659.json,659,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/659.json,True,0.0,0.0,9
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/661.json,661,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/661.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/662.json,662,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/662.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/664.json,664,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/664.json,True,1.0,1.0,13
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/665.json,665,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/665.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/666.json,666,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/666.json,True,0.0,0.0,16
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/667.json,667,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/667.json,True,1.0,1.0,11
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/670.json,670,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/670.json,True,1.0,1.0,6
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/736.json,736,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/736.json,True,0.25,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/742.json,742,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/742.json,True,0.0,0.0,18
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/743.json,743,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/743.json,True,0.0,0.0,21
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/744.json,744,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/744.json,True,1.0,1.0,12
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/745.json,745,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/745.json,True,1.0,1.0,22
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/746.json,746,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/746.json,True,0.0,0.0,20
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/747.json,747,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/747.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/748.json,748,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/748.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/750.json,750,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/750.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/751.json,751,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/751.json,True,0.0,0.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/753.json,753,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/753.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/754.json,754,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/754.json,True,0.0,0.0,5
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/755.json,755,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/755.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/756.json,756,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/756.json,True,0.0,0.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/783.json,783,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/783.json,True,1.0,1.0,25
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/785.json,785,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/785.json,True,1.0,1.0,7
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/786.json,786,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/786.json,True,0.0,0.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/787.json,787,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/787.json,True,1.0,1.0,3
/home/user/work/plugmem/PlugMem-exp/src/AgentOccam/config_files/tasks/788.json,788,Qwen2.5-7B-Instruct,AgentOccam,AgentOccam-Trajectories-gitlab-offline-merged/788.json,True,0.5,1.0,5
